EC-Lab ASCII FILE
Nb header lines : 82                          

Galvanostatic Cycling with Potential Limitation

Run on channel : 1 (SN 6985)
Grouped channel(s) : 1
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Ewe ctrl range : min = 0,00 V, max = 5,00 V
Acquisition started on : 10.28.2014 11:50:52
Saved on :
	File : LATP vs Li Batterietest Probe1_02_GCPL_C01.mpr
	Directory : C:\Hupfer\Batterietest Li vs LATP\
	Host : 192.168.0.2
Device : VMP3 (SN 0324)
Address : 192.168.0.1
EC-Lab for windows v10.33 (software)
Internet server v10.33 (firmware)
Command interpretor v10.32 (firmware)
Electrode material : Lithium - LATP folie
Initial state : unbekannt
Electrolyte : LP30
Comments : Batterietest
Mass of active material : 0,001 mg
 at x = 0,000
Molecular weight of active material (at x = 0) : 0,001 g/mol
Atomic weight of intercalated ion : 0,001 g/mol
Acquisition started at : xo = 0,000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26,801 mA.h
Battery capacity : 0,000 A.h
Reference electrode : Li+/Li (-3,020 V)
Electrode surface area : 0,001 cm²
Characteristic mass : 0,001 g
Ns                  0                   1                   2                   
Set I/C             I                   I                   I                   
Is                  0,000               100,000             -100,000            
unit Is             mA                  µA                  µA                  
vs.                 <None>              <None>              <None>              
N                   1                   1                   1                   
I sign              > 0                 > 0                 > 0                 
t1 (h:m:s)          0:00:0,0000         60:00:0,0000        60:00:0,0000        
I Range             100 µA              100 µA              100 µA              
Bandwidth           5                   5                   5                   
dE1 (mV)            0,00                0,00                0,00                
dt1 (s)             0,0000              2,0000              2,0000              
EM (V)              0,000               4,500               1,200               
tM (h:m:s)          0:00:0,0000         0:00:0,0000         0:00:0,0000         
Im                  0,000               0,000               0,000               
unit Im             mA                  mA                  mA                  
E range min (V)     0,000               0,000               0,000               
E range max (V)     5,000               5,000               5,000               
dq                  0,000               1,000               1,000               
unit dq             mA.h                mA.h                mA.h                
dtq (s)             0,0000              120,0000            120,0000            
dQM                 0,000               0,000               0,000               
unit dQM            mA.h                mA.h                mA.h                
dxM                 0,000               0,000               0,000               
tR (h:m:s)          0:00:0,0000         0:00:0,0000         0:00:0,0000         
dER/dt (mV/h)       0,0                 0,1                 0,1                 
dER (mV)            0,00                5,00                5,00                
dtR (s)             1,0000              120,0000            120,0000            
EL (V)              pass                3,500               3,500               
goto Ns'            0                   0                   0                   
nc cycles           0                   0                   0                   

Number of loops : 11
Loop 0 from point number 0 to 1297
Loop 1 from point number 1298 to 3017
Loop 2 from point number 3018 to 4693
Loop 3 from point number 4694 to 6333
Loop 4 from point number 6334 to 7945
Loop 5 from point number 7946 to 9554
Loop 6 from point number 9555 to 11158
Loop 7 from point number 11159 to 12751
Loop 8 from point number 12752 to 14335
Loop 9 from point number 14336 to 15911
Loop 10 from point number 15912 to 17481

mode	ox/red	error	control changes	Ns changes	counter inc.	Ns	time/s	control/V/mA	Ewe/V	dq/mA.h	<I>/mA	P/W	(Q-Qo)/mA.h	Capacity/mA.h	x
1	1	0	1	0	0	1	30445,2386	0,100000001	1,74910843	5,5563172639658054E-005	0,10001371196226986	0,00017493483	-0,025034950910364336	0,0007765128930203808	0,00093408767831518144
1	1	0	1	0	0	1	30447,2386	0,100000001	1,7751348	5,5563157088640659E-005	0,10001368397043821	0,000177537775	-0,024979387753275693	0,00083207605010902144	0,00093201454221874496
1	1	0	1	0	0	1	30449,2386	0,100000001	1,80118024	5,5563151636057434E-005	0,10001367415578829	0,000180142655	-0,024923824601639638	0,00088763920174507891	0,00092994140632575181
1	1	0	1	0	0	1	30451,2386	0,100000001	1,82766485	5,5563161321398285E-005	0,10001369158940203	0,000182791511	-0,02486826144031824	0,00094320236306647718	0,00092786827007138547
1	1	0	1	0	0	1	30453,2386	0,100000001	1,85413039	5,55632471938928E-005	0,10001384615989403	0,000185438708	-0,024812698193124349	0,00099876561026037005	0,00092579513061300096
1	1	0	1	0	0	1	30455,2386	0,100000001	1,88084424	5,5563194166868928E-005	0,1000137507112499	0,00018811028	-0,024757134998957478	0,001054328804427239	0,00092372199313312602
1	1	0	1	0	0	1	30457,2386	0,100000001	1,90792072	5,5563214348008237E-005	0,10001378703730109	0,000190818377	-0,024701571784609469	0,0011098920187752474	0,0009216488549002656
1	1	0	1	0	0	1	30459,2386	0,100000001	1,93501639	5,5563173693501293E-005	0,1000137138591877	0,000193528176	-0,024646008610915968	0,0011654551924687485	0,00091957571818427942
1	1	0	1	0	0	1	30461,2386	0,100000001	1,96228397	5,5563248426136045E-005	0,10001384837793189	0,000196255569	-0,024590445362489834	0,0012210184408948846	0,00091750257867991834
1	1	0	1	0	0	1	30463,2386	0,100000001	1,98978066	5,5563190805829235E-005	0,10001374466137837	0,000199005415	-0,024534882171684003	0,0012765816317007138	0,00091542944132544832
1	1	0	1	0	0	1	30465,2386	0,100000001	2,01748729	5,556316307352649E-005	0,10001369474323283	0,000201776362	-0,02447931900861048	0,0013321447947742403	0,00091335630500570778
1	1	0	1	0	0	1	30467,2386	0,100000001	2,04532766	5,5563100150061978E-005	0,10001358148099534	0,000204560551	-0,024423755908460416	0,0013877078949243024	0,00091128317103372634
1	1	0	1	0	0	1	30469,2386	0,100000001	2,07316804	5,5563263992882432E-005	0,10001387639807573	0,000207345569	-0,024368192644467536	0,0014432711589171846	0,00090921003094854899
1	1	0	1	0	0	1	30471,2386	0,100000001	2,10121846	5,5563221106926598E-005	0,1000137992033543	0,000210150843	-0,024312629423360608	0,0014988343800241114	0,00090713689246350426
1	1	0	1	0	0	1	30473,2386	0,100000001	2,12936449	5,5563253556688627E-005	0,10001385761292666	0,000212965955	-0,024257066169803923	0,0015543976335808003	0,0009050637527677152
1	1	0	1	0	0	1	30475,2386	0,100000001	2,15741491	5,5563237489925485E-005	0,10001382869275267	0,000215771332	-0,024201502932313997	0,0016099608710707258	0,00090299061367139891
1	1	0	1	0	0	1	30477,2386	0,100000001	2,18540812	5,5563217178401018E-005	0,10001379213200816	0,00021857096	-0,024145939715135594	0,0016655240882491267	0,00090091747533293261
1	1	0	1	0	0	1	30479,2386	0,100000001	2,21317196	5,5563303670949408E-005	0,10001394781859715	0,000221348062	-0,024090376411464643	0,0017210873919200762	0,00089884433376731315
1	1	0	1	0	0	1	30481,2386	0,100000001	2,24053502	5,5563249180300365E-005	0,1000138497354277	0,000224084535	-0,024034813162284346	0,0017766506411003763	0,00089677119423481306
1	1	0	1	0	0	1	30483,2386	0,100000001	2,26749706	5,556324954248137E-005	0,1000138503873535	0,000226781107	-0,023979249912741862	0,0018322138906428576	0,00089469805468879962
1	1	0	1	0	0	1	30485,2386	0,100000001	2,29382896	5,5563269686781696E-005	0,10001388664709453	0,000229414756	-0,023923686643055082	0,0018877771603296394	0,00089262491439117517
1	1	0	1	0	0	1	30487,2386	0,100000001	2,31916785	5,556325214107831E-005	0,10001385506482806	0,000231948914	-0,023868123390914003	0,0019433404124707174	0,00089055177474820454
1	1	0	1	0	0	1	30489,2386	0,100000001	2,34311295	5,5563220029903782E-005	0,1000137972647132	0,000234343621	-0,023812560170884102	0,0019989036325006211	0,00088847863630334502
1	1	0	1	0	0	1	30491,2386	0,100000001	2,36585498	5,5563223638468314E-005	0,10001380376012944	0,000236618158	-0,023756996947245635	0,0020544668561390893	0,00088640549772384499
1	1	0	1	0	0	1	30493,2386	0,100000001	2,38668752	5,5563220729430515E-005	0,10001379852386134	0,000238701687	-0,023701433726516205	0,00211003007686852	0,00088433235925288525
1	1	0	1	0	0	1	30495,2386	0,100000001	2,40553403	5,5563297665367526E-005	0,10001393700854963	0,000240586931	-0,023645870428850838	0,0021655933745338874	0,00088225921791134221
1	1	0	1	0	0	1	30497,2386	0,100000001	2,42228031	5,5563291102233862E-005	0,1000139251949089	0,000242261769	-0,023590307137748605	0,002221156665636121	0,0008801860768146784
1	1	0	1	0	0	1	30499,2386	0,100000001	2,43658233	5,5563224891407622E-005	0,10001380601542024	0,000243691873	-0,023534743912857197	0,002276719890527529	0,00087811293818842957
1	1	0	1	0	0	1	30501,2386	0,100000001	2,44903231	5,5563306971556608E-005	0,10001395375969019	0,000244937401	-0,023479180605885638	0,0023322831974990854	0,00087603979649966003
1	1	0	1	0	0	1	30503,2386	0,100000001	2,45919085	5,5563242037263181E-005	0,10001383687796061	0,000245953124	-0,023423617363848374	0,0023878464395363485	0,00087396665723367629
1	1	0	1	0	0	1	30505,2386	0,100000001	2,46814632	5,5563221616049606E-005	0,10001380011977571	0,000246848707	-0,023368054142232326	0,0024434096611523981	0,00087189351872963558
1	1	0	1	0	0	1	30507,2386	0,100000001	2,47542143	5,5563246945540109E-005	0,10001384571285917	0,000247576419	-0,023312490895286787	0,0024989729080979382	0,00086982037928051738
1	1	0	1	0	0	1	30509,2386	0,100000001	2,48168468	5,556331633362505E-005	0,10001397061141358	0,000248203141	-0,023256927578953165	0,0025545362244315632	0,00086774723724243648
1	1	0	1	0	0	1	30511,2386	0,100000001	2,48727942	5,5563317919770874E-005	0,1000139734664761	0,000248762692	-0,023201364261033392	0,0026100995423513344	0,0008656740951451744
1	1	0	1	0	0	1	30513,2386	0,100000001	2,49203396	5,556327958280841E-005	0,10001390445994283	0,000249238044	-0,023145800981450582	0,0026656628219341427	0,00086360095447831578
1	1	0	1	0	0	1	30515,2386	0,100000001	2,49619675	5,5563237114912934E-005	0,10001382801773003	0,0002496542	-0,02309023774433567	0,0027212260590490557	0,00086152781539599155
1	1	0	1	0	0	1	30517,2386	0,100000001	2,50007296	5,5563312811983955E-005	0,10001396427245954	0,000250042212	-0,023034674431523686	0,0027767893718610397	0,0008594546734893079
1	1	0	1	0	0	1	30519,2386	0,100000001	2,5036819	5,5563312648485107E-005	0,1000139639781616	0,000250403158	-0,0229791111188752	0,0028323526845095248	0,00085738153158872448
1	1	0	1	0	0	1	30521,2386	0,100000001	2,50675631	5,5563282278262906E-005	0,10001390931176099	0,000250710495	-0,022923547836596941	0,0028879159667877882	0,0008553083908212951
1	1	0	1	0	0	1	30523,2386	0,100000001	2,5098114	5,5563299816515712E-005	0,10001394088061642	0,000251016143	-0,022867984536780422	0,0029434792666043034	0,00085323524939948966
1	1	0	1	0	0	1	30525,2386	0,100000001	2,51223636	5,5563263403458726E-005	0,10001387533711306	0,000251258491	-0,022812421273376963	0,0029990425300077619	0,00085116210933630438
1	1	0	1	0	0	1	30527,2386	0,100000001	2,51481414	5,556321889410416E-005	0,10001379522027386	0,000251516118	-0,022756858054482858	0,0030546057489018662	0,00084908897093382298
1	1	0	1	0	0	1	30529,2386	0,100000001	2,51710558	5,5563185849951373E-005	0,10001373574079811	0,000251745136	-0,022701294868632906	0,0031101689347518176	0,00084701583376426342
1	1	0	1	0	0	1	30531,2386	0,100000001	2,51905322	5,556326942104432E-005	0,10001388616876726	0,000251940306	-0,022645731599211859	0,0031657322041728621	0,00084494269347655386
1	1	0	1	0	0	1	30533,2386	0,100000001	2,52111554	5,5563381382574643E-005	0,10001408769952427	0,00025214706	-0,022590168217829283	0,0032212955855554368	0,00084286954901140915
1	1	0	1	0	0	1	30535,2386	0,100000001	2,52304411	5,5563259970396755E-005	0,10001386915760142	0,000252339407	-0,022534604957858886	0,003276858845525833	0,00084079640907631616
1	1	0	1	0	0	1	30537,2386	0,100000001	2,52485824	5,5563234943068691E-005	0,10001382410841037	0,000252520724	-0,022479041722915814	0,0033324220804689018	0,00083872327007502618
1	1	0	1	0	0	1	30539,2386	0,100000001	2,52659583	5,5563174466705984E-005	0,10001371525095618	0,000252694241	-0,02242347854844911	0,0033879852549356077	0,00083665013333019085
1	1	0	1	0	0	1	30541,2386	0,100000001	2,52810431	5,5563237044132422E-005	0,10001382789032512	0,000252845377	-0,022367915311404976	0,0034435484919797402	0,00083457699425050752
1	1	0	1	0	0	1	30543,2386	0,100000001	2,52976561	5,556339584994647E-005	0,10001411374079387	0,000253012258	-0,022312351915555027	0,0034991118878296864	0,0008325038492455657
1	1	0	1	0	0	1	30545,2386	0,100000001	2,5311594	5,55633436743584E-005	0,10001401982473419	0,000253151433	-0,022256788571880672	0,0035546752315040448	0,00083043070618736525
1	1	0	1	0	0	1	30547,2386	0,100000001	2,53257251	5,5563244186341766E-005	0,1000138407463021	0,000253292295	-0,02220122532769433	0,0036102384756903866	0,00082835756684119642
1	1	0	1	0	0	1	30549,2386	0,100000001	2,53394723	5,5563276364157594E-005	0,1000138986663713	0,000253429927	-0,02214566205133017	0,003665801752054544	0,00082628442629443008
1	1	0	1	0	0	1	30551,2386	0,100000001	2,53518844	5,5563185171534618E-005	0,10001373451964795	0,000253553677	-0,022090098866158634	0,0037213649372260787	0,00082421128915018317
1	1	0	1	0	0	1	30553,2386	0,100000001	2,53642964	5,5563131562123693E-005	0,1000136380227071	0,000253677543	-0,022034535734596509	0,0037769280687882029	0,00082213815400617536
1	1	0	1	0	0	1	30555,2386	0,100000001	2,53765178	5,5563168264511558E-005	0,10001370408700608	0,000253799953	-0,021978972566331997	0,0038324912370527142	0,00082006501749275213
1	1	0	1	0	0	1	30557,2386	0,100000001	2,53896928	5,5563162804063827E-005	0,10001369425820003	0,000253931707	-0,021923409403527936	0,0038880543998567782	0,0008179918811830656
1	1	0	1	0	0	1	30559,2386	0,100000001	2,54009581	5,5563143906907904E-005	0,10001366024331896	0,00025404428	-0,021867846259621027	0,0039436175437636858	0,00081591874557845734
1	1	0	1	0	0	1	30561,2386	0,100000001	2,54108882	5,5563158666094144E-005	0,1000136868098545	0,00025414367	-0,021812283100954931	0,0039991807024297798	0,0008138456094231639
1	1	0	1	0	0	1	30563,2386	0,100000001	2,54225373	5,5563041807876691E-005	0,10001347646506054	0,000254259619	-0,021756720059147053	0,0040547437442376563	0,00081177247762800781
1	1	0	1	0	0	1	30565,2386	0,100000001	2,54317021	5,556312869489193E-005	0,10001363286168989	0,000254351704	-0,02170115693045216	0,0041103068729325485	0,00080969934259098035
1	1	0	1	0	0	1	30567,2386	0,100000001	2,54439235	5,5563266290558714E-005	0,10001388053389309	0,000254474551	-0,021645593664161603	0,0041658701392231072	0,00080762620242007347
1	1	0	1	0	0	1	30569,2386	0,100000001	2,54528975	5,5563180768241485E-005	0,10001372659372019	0,0002545639	-0,02159003048339336	0,0042214333199913485	0,0008055530654401193
1	1	0	1	0	0	1	30571,2386	0,100000001	2,54628253	5,5563137837582163E-005	0,10001364931853251	0,000254662998	-0,021534467345555776	0,0042769964578289312	0,00080347993006196582
1	1	0	1	0	0	1	30573,2386	0,100000001	2,5472374	5,5563154564549523E-005	0,10001367942707411	0,000254758575	-0,021478904190991226	0,0043325596123934803	0,00080140679405970662
1	1	0	1	0	0	1	30575,2386	0,100000001	2,54824948	5,5563210972481306E-005	0,10001378096135254	0,000254860061	-0,021423340980018746	0,0043881228233659616	0,00079933365595279155
1	1	0	1	0	0	1	30577,2386	0,100000001	2,54910874	5,5563197766327194E-005	0,10001375719027485	0,000254945946	-0,021367777782252419	0,0044436860211322893	0,00079726051833861606
1	1	0	1	0	0	1	30579,2386	0,100000001	2,55006337	5,5563217658135622E-005	0,10001379299553046	0,000255041523	-0,021312214564594285	0,0044992492387904243	0,00079518737998225037
1	1	0	1	0	0	1	30581,2386	0,100000001	2,55092263	5,5563150756061082E-005	0,10001367257179482	0,000255127146	-0,021256651413838221	0,0045548123895464858	0,00079311424412209101
1	1	0	1	0	0	1	30583,2386	0,100000001	2,55176282	5,5563259198019904E-005	0,10001386776732307	0,000255211664	-0,021201088154640205	0,004610375648744505	0,00079104110421581632
1	1	0	1	0	0	1	30585,2386	0,100000001	2,55248857	5,5563218480183021E-005	0,10001379447521579	0,000255284074	-0,021145524936160019	0,0046659388672246886	0,00078896796582877888
1	1	0	1	0	0	1	30587,2386	0,100000001	2,55338597	5,5563265870014829E-005	0,10001387977691408	0,000255374034	-0,021089961670290006	0,0047215021330947034	0,00078689482567356314
1	1	0	1	0	0	1	30589,2386	0,100000001	2,55428338	5,5563343572533798E-005	0,10001401964144992	0,00025546414	-0,021034398326717472	0,0047770654766672371	0,00078482168261916198
1	1	0	1	0	0	1	30591,2386	0,100000001	2,55527639	5,5563305931786694E-005	0,10001395188810432	0,000255563296	-0,020978835020785683	0,004832628782599024	0,00078274854096918758
1	1	0	1	0	0	1	30593,2386	0,100000001	2,55598283	5,556328541826871E-005	0,10001391496377149	0,000255633844	-0,020923271735367414	0,0048881920680172928	0,00078067540008460019
1	1	0	1	0	0	1	30595,2386	0,100000001	2,55653667	5,5563300520181651E-005	0,10001394214721514	0,000255689316	-0,020867708434847229	0,0049437553685374739	0,00077860225863654016
1	1	0	1	0	0	1	30597,2386	0,100000001	2,55747223	5,5563204319112832E-005	0,10001376898528914	0,000255782448	-0,020812145230528118	0,0049993185728565869	0,00077652912077787136
1	1	0	1	0	0	1	30599,2386	0,100000001	2,55827427	5,5563162998192838E-005	0,10001369460763227	0,000255862455	-0,020756582067529926	0,0050548817358547795	0,00077445598446094157
1	1	0	1	0	0	1	30601,2386	0,100000001	2,55899978	5,5563290463553536E-005	0,10001392404528429	0,000255935622	-0,020701018777066371	0,0051104450263183328	0,00077238284338810778
1	1	0	1	0	0	1	30603,2386	0,100000001	2,55966806	5,5563232017474042E-005	0,10001381884233994	0,000256002182	-0,020645455545048899	0,0051660082583358074	0,00077030970449597594
1	1	0	1	0	0	1	30605,2386	0,100000001	2,56050825	5,5563211991969082E-005	0,10001378279643056	0,000256086118	-0,020589892333056928	0,005221571470327776	0,00076823656635102246
1	1	0	1	0	0	1	30607,2386	0,100000001	2,56119585	5,5563187137660051E-005	0,10001373805867376	0,000256154774	-0,020534329145919267	0,0052771346574654362	0,0007661634291334167
1	1	0	1	0	0	1	30609,2386	0,100000001	2,56182599	5,5563253752473331E-005	0,1000138579653391	0,000256218103	-0,020478765892166794	0,0053326979112179104	0,00076409028943032269
1	1	0	1	0	0	1	30611,2386	0,100000001	2,56257057	5,556319082321392E-005	0,10001374469267082	0,000256292289	-0,020423202701343581	0,0053882611020411238	0,00076201715207520397
1	1	0	1	0	0	1	30613,2386	0,100000001	2,56342983	5,5563174449735219E-005	0,1000137152204088	0,000256378145	-0,020367639526893846	0,0054438242764908589	0,00075994401533100186
1	1	0	1	0	0	1	30615,2386	0,100000001	2,56394553	5,5563264682475066E-005	0,10001387763934248	0,000256430125	-0,020312076262211373	0,0054993875411733344	0,00075787087522009485
1	1	0	1	0	0	1	30617,2386	0,100000001	2,56465197	5,5563194890817011E-005	0,10001375201435646	0,000256500469	-0,020256513067320557	0,005554950736064151	0,00075579773771320845
1	1	0	1	0	0	1	30619,2386	0,100000001	2,56539655	5,556322030640311E-005	0,100013797762412	0,000256575062	-0,020200949847014154	0,0056105139563705542	0,00075372459925803226
1	1	0	1	0	0	1	30621,2386	0,100000001	2,56608415	5,5563250330587232E-005	0,10001385180594408	0,000256643951	-0,020145386596683565	0,0056660772067011418	0,0007516514596826135
1	1	0	1	0	0	1	30623,2386	0,100000001	2,56663775	5,5563210745652518E-005	0,10001378055306074	0,000256699132	-0,020089823385937914	0,0057216404174467942	0,00074957832158416179
1	1	0	1	0	0	1	30625,2386	0,100000001	2,56745887	5,5563238726721875E-005	0,10001383091898618	0,000256781408	-0,020034260147211194	0,0057772036561735168	0,00074750518244169894
1	1	0	1	0	0	1	30627,2386	0,100000001	2,56797457	5,5563266474339693E-005	0,10001388086469885	0,000256833097	-0,019978696880736851	0,0058327669226478566	0,00074543204226393498
1	1	0	1	0	0	1	30629,2386	0,100000001	2,56860471	5,556326655919353E-005	0,10001388101743576	0,000256896135	-0,019923133614177661	0,0058883301892070502	0,00074335890208300506
1	1	0	1	0	0	1	30631,2386	0,100000001	2,56929207	5,5563263220091661E-005	0,10001387500705232	0,00025696485	-0,019867570350957565	0,0059438934524271411	0,0007412857620266615
1	1	0	1	0	0	1	30633,2386	0,100000001	2,57003665	5,5563267125851578E-005	0,10001388203742026	0,000257039355	-0,019812007083831715	0,0059994567195529933	0,00073921262182458867
1	1	0	1	0	0	1	30635,2386	0,100000001	2,57060957	5,5563258497251405E-005	0,10001386650593976	0,000257096603	-0,019756443825334464	0,0060550199780502438	0,00073713948194446067
1	1	0	1	0	0	1	30637,2386	0,100000001	2,57120156	5,5563178108798131E-005	0,10001372180672213	0,000257155451	-0,019700880647225667	0,0061105831561590426	0,00073506634506373389
1	1	0	1	0	0	1	30639,2386	0,100000001	2,57188892	5,5563171070069075E-005	0,10001370913700966	0,000257224165	-0,019645317476155597	0,0061661463272291123	0,00073299320844563162
1	1	0	1	0	0	1	30641,2386	0,100000001	2,57248092	5,5563206753797005E-005	0,1000137733677207	0,000257283536	-0,019589754269401802	0,0062217095339829094	0,00073092007049612147
1	1	0	1	0	0	1	30643,2386	0,100000001	2,57307291	5,5563258352792922E-005	0,1000138662459145	0,000257342967	-0,019534191011049008	0,0062772727923357018	0,00072884693062138342
1	1	0	1	0	0	1	30645,2386	0,100000001	2,5737412	5,5563250318583514E-005	0,10001385178433738	0,00025740976	-0,019478627760730426	0,0063328360426542848	0,00072677379104641254
1	1	0	1	0	0	1	30647,2386	0,100000001	2,57435226	5,5563205969830355E-005	0,10001377195658072	0,000257470674	-0,019423064554760595	0,0063883992486241152	0,00072470065312615322
1	1	0	1	0	0	1	30649,2386	0,100000001	2,5748868	5,5563178069889549E-005	0,10001372173668666	0,000257524021	-0,019367501376690704	0,0064439624266940045	0,00072262751624687808
1	1	0	1	0	0	1	30651,2386	0,100000001	2,57551694	5,5563265718933606E-005	0,10001387950496789	0,000257587439	-0,01931193811097177	0,0064995256924129382	0,00072055437609729946
1	1	0	1	0	0	1	30653,2386	0,100000001	2,57607079	5,5563198517180147E-005	0,10001375854181019	0,000257642532	-0,019256374912454592	0,0065550888909301184	0,00071848123845510848
1	1	0	1	0	0	1	30655,2386	0,100000001	2,57666254	5,5563162420772845E-005	0,10001369356827626	0,000257701526	-0,019200811750033818	0,0066106520533508915	0,00071640810215972301
1	1	0	1	0	0	1	30657,2386	0,100000001	2,57729268	5,5563125217954317E-005	0,1000136266032021	0,00025776439	-0,019145248624815862	0,0066662151785688461	0,0007143349672524247
1	1	0	1	0	0	1	30659,2386	0,100000001	2,57799935	5,5563174645105997E-005	0,10001371557207619	0,000257835287	-0,019089685450170758	0,006721778353213952	0,00071226183050093299
1	1	0	1	0	0	1	30661,2386	0,100000001	2,57845759	5,5563202613757715E-005	0,1000137659156499	0,000257881242	-0,019034122247556998	0,0067773415558277107	0,00071018869270589325
1	1	0	1	0	0	1	30663,2386	0,100000001	2,57903051	5,556315542840295E-005	0,1000136809820103	0,000257938344	-0,018978559092128595	0,0068329047112561126	0,0007081155566714025
1	1	0	1	0	0	1	30665,2386	0,100000001	2,57964134	5,5563165554155904E-005	0,10001369920836584	0,000257999462	-0,018922995926574442	0,0068884678768102694	0,00070604242025910643
1	1	0	1	0	0	1	30667,2386	0,100000001	2,58017612	5,5563131426771482E-005	0,10001363777907312	0,000258052809	-0,01886743279514767	0,0069440310082370406	0,00070396928512014886
1	1	0	1	0	0	1	30669,2386	0,100000001	2,5808444	5,5563194884194266E-005	0,10001375200243554	0,000258119922	-0,018811869600263475	0,0069995942031212352	0,0007018961476135095
1	1	0	1	0	0	1	30671,2386	0,100000001	2,58132172	5,5563109599053862E-005	0,10001359848918094	0,000258167274	-0,018756306490664422	0,007055157312720288	0,00069982301328897344
1	1	0	1	0	0	1	30673,2386	0,100000001	2,58202839	5,5563128386106758E-005	0,10001363230587656	0,000258238026	-0,018700743362278317	0,0071107204411063949	0,00069774987826346714
1	1	0	1	0	0	1	30675,2386	0,100000001	2,58262014	5,5563141733821894E-005	0,1000136563317641	0,000258297281	-0,018645180220544496	0,0071662835828402163	0,00069567674273993971
1	1	0	1	0	0	1	30677,2386	0,100000001	2,58307862	5,556321927077241E-005	0,1000137958982767	0,000258343498	-0,018589617001273725	0,0072218468021109888	0,00069360360432340442
1	1	0	1	0	0	1	30679,2386	0,100000001	2,58374691	5,5563215497053331E-005	0,10001378910558229	0,00025841032	-0,018534053785776672	0,0072774100176080422	0,00069153046604767155
1	1	0	1	0	0	1	30681,2386	0,100000001	2,58414793	5,5563202088077862E-005	0,10001376496942614	0,000258450367	-0,018478490583688595	0,0073329732196961203	0,00068945732827224576
1	1	0	1	0	0	1	30683,2386	0,100000001	2,58470154	5,5563213290853632E-005	0,10001378513442278	0,000258505781	-0,018422927370397738	0,0073885364329869734	0,00068738419007882906
1	1	0	1	0	0	1	30685,2386	0,100000001	2,5853889	5,5563259096195302E-005	0,10001386758403878	0,000258574757	-0,018367364111301546	0,0074440996920831693	0,00068531105017635366
1	1	0	1	0	0	1	30687,2386	0,100000001	2,5858283	5,556326690523161E-005	0,1000138816403043	0,000258618733	-0,018311800844396314	0,0074996629589884006	0,00068323790998251264
1	1	0	1	0	0	1	30689,2386	0,100000001	2,58645844	5,5563221566792992E-005	0,10001380003111382	0,000258681539	-0,01825623762282952	0,0075552261805551936	0,00068116477148030963
